	sale date	address	neighborhood	gush	helka	asset-type	rooms	floor	area	price
2109	25/10/2010	אהרון 13	מוצקין הותיקה	11562	41	דירה בבית קומות	5	שניה	128	1,200,000
2110	24/10/2010	רוקח 21	מוצקין הותיקה	11562	41	דירה	5		108	1,030,000
2111	24/10/2010	רוקח 1	מוצקין הותיקה	11562	41	דירה	5		128	1,200,000
2112	24/10/2010	"הפלמ""ח 3"	מוצקין הותיקה	11577	112	דירה בבית קומות	3	שלישית	60	570,000
2113	24/10/2010	גושן משה 8	מוצקין הותיקה	11577	42	דירה בבית קומות	3	רביעית	83	830,000
2114	23/10/2010	תמר 6	מוצקין הותיקה	11577	42	דירה	3	רביעית	82	830,000
2115	21/10/2010	רוקח 6	מוצקין הותיקה	10428	142	דירה בבית קומות	2.5	שניה	46	371,000
2116	20/10/2010	ברק 34	מוצקין הותיקה	10429	173	דירה בבית קומות	2	ראשונה	49	385,000
2117	19/10/2010	עכו 43	מוצקין הותיקה	11562	41	דירה בבית קומות	5	ראשונה	109	1,040,000
2118	18/10/2010	ברק 34	מוצקין הותיקה	11562	41	דירה	5	שניה	108	1,040,000
2119	18/10/2010	הילדים 21	מוצקין הותיקה	10430	250	דירה בבית קומות	4	שלישית	94	865,000
2120	18/10/2010	קרן קימת 53	מוצקין הותיקה	11562	41	דירה בבית קומות	5	שניה	120	1,100,000
2121	17/10/2010	אוסישקין 5	מוצקין הותיקה	10428	133	דירה בבית קומות	2	ראשונה	35	260,000
2122	17/10/2010	סנש חנה 6	מוצקין הותיקה	11562	41	דירה	5	ראשונה	108	1,100,000
2123	12/10/2010	ברק 34	מוצקין הותיקה	10429	116	דירה בבית קומות	5	ראשונה	120	700,000
2124	11/10/2010	ברק 34	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שניה	50	190,000
2125	08/10/2010	אהרון 3	מוצקין הותיקה	11577	86	דירה בבית קומות	3.5	שלישית	77	470,000
2126	07/10/2010	ברק 34	מוצקין הותיקה	11562	115	דירה בבית קומות	3	שלישית	73	550,000
2127	07/10/2010	ברק 34	מוצקין הותיקה	11562	82	דירה בבית קומות	4	שלישית רביעית	106	700,000
2128	05/10/2010	יעל 27	מוצקין הותיקה	10428	138	דירה בבית קומות	2	קרקע	26	275,000
2129	04/10/2010	ההגנה 46	מוצקין הותיקה	11562	67	דירה בבית קומות	4	ראשונה	111	1,030,000
2130	04/10/2010	עכו 87	מוצקין הותיקה	11577	65	דירה בבית קומות	3	שניה	80	580,000
2131	03/10/2010	ברק 34	מוצקין הותיקה	10429	170	דירה בבית קומות	3	שניה	49	325,000
2132	28/09/2010	ברק 34	מוצקין הותיקה	11562	41	דירה בבית קומות	5	קרקע	109	1,440,000
2133	28/09/2010	ברק 34	מוצקין הותיקה	11577	42	דירה בבית קומות	3	ראשונה	77	745,000
2134	27/09/2010	קרן קימת 31	מוצקין הותיקה	11577	42	דירה	3	ראשונה	77	745,000
2135	26/09/2010	ברק 34	מוצקין הותיקה	10430	302	דירה בבית קומות	2.5	ראשונה	54	345,000
2136	12/09/2010	ברק 34	מוצקין הותיקה	10428	144	דירה בבית קומות	2.5	ראשונה	46	350,000
2137	09/09/2010	ברק 34	מוצקין הותיקה	11577	126	דירה בבית קומות	4	שלישית	96	1,000,000
2138	05/09/2010	עכו 43	מוצקין הותיקה	10429	174	דירה בבית קומות	3.5	רביעית	65	400,000
2139	05/09/2010	העליה 3	מוצקין הותיקה	10430	381	דירה בבית קומות	3.5	שלישית	68	430,000
2140	01/09/2010	דבורה 30	מוצקין הותיקה	10429	125	דירה בבית קומות	4	ראשונה	68	685,000
2141	31/08/2010	רוקח 31	מוצקין הותיקה	10429	137	דירה בבית קומות	3	שלישית	64	435,000
2142	30/08/2010	אורן 18	מוצקין הותיקה	11562	91	דירה בבית קומות	5	קרקע,ראשונה,שניה	130	1,000,000
2143	30/08/2010	אהרון 23	מוצקין הותיקה	11577	93	דירה בבית קומות	3.5	ראשונה	93	715,000
2144	25/08/2010	רוקח 17	מוצקין הותיקה	10428	89	דירה בבית קומות	4	שלישית	99	1,090,000
2145	24/08/2010	אהרון 14	מוצקין הותיקה	10428	89	דירה	4	שניה	99	1,090,000
2146	23/08/2010	סנש חנה 23	מוצקין הותיקה	11564	110	דירה בבית קומות	4	קרקע,ראשנה,שניה	127	1,175,000
2147	23/08/2010	הילדים 21	מוצקין הותיקה	11577	42	דירה בבית קומות	4	ראשונה	98	1,000,000
2148	22/08/2010	ההגנה 28	מוצקין הותיקה	11577	19	דירה בבית קומות	3	שניה	79	500,000
2149	22/08/2010	העליה 7	מוצקין הותיקה	10428	89	דירה בבית קומות	4	שלישית	99	1,100,000
2150	22/08/2010	אושה 14	מוצקין הותיקה	11577	42	דירה	4	ראשונה	97	1,000,000
2151	21/08/2010	גושן משה 72	מוצקין הותיקה	10428	89	דירה	4		99	1,100,000
2152	20/08/2010	עכו 89	מוצקין הותיקה	11577	42	דירה בבית קומות	3	חמישית	80	820,000
2153	20/08/2010	אהרון 30	מוצקין הותיקה	11577	42	דירה בבית קומות	3	ראשונה	70	780,000
2154	19/08/2010	רוקח 17	מוצקין הותיקה	11577	42	דירה	3	חמישית	80	820,000
2155	19/08/2010	אוסישקין 44	מוצקין הותיקה	11577	42	דירה	3	ראשונה	80	780,000
2156	16/08/2010	גושן משה 52	מוצקין הותיקה	10429	116	דירה בבית קומות	5	שלישית	85	626,000
2157	11/08/2010	עכו 55	מוצקין הותיקה	11562	64	דירה בבית קומות	5	רביעית	116	1,540,000
2158	11/08/2010	יעל 2	מוצקין הותיקה	10429	138	דירה בבית קומות	3	ראשונה	72	575,000
2159	10/08/2010	רוקח 21	מוצקין הותיקה	11562	64	דירת גג (פנטהאוז)	5	שניה	116	1,540,000
2160	04/08/2010	ברק 56	מוצקין הותיקה	11562	53	דירה בבית קומות	4	שלישית	95	920,000
2161	01/08/2010	ברק 56	מוצקין הותיקה	10429	142	דירה בבית קומות	3.5	ראשונה	76	635,000
2162	29/07/2010	סנש חנה 15	מוצקין הותיקה	10429	81	דירה בבית קומות	2	ראשונה	54	400,000
2163	27/07/2010	אוסישקין 6	מוצקין הותיקה	10428	152	דירה בבית קומות	2	ראשונה	38	166,000
2164	27/07/2010	אוסישקין 6	מוצקין הותיקה	11577	112	דירה בבית קומות	3	רביעית	60	350,000
2165	25/07/2010	אוסישקין 6	מוצקין הותיקה	10429	172	דירה בבית קומות	3	שניה	65	464,000
2166	23/07/2010	ברק 56	מוצקין הותיקה	11577	42	דירה בבית קומות	3	חמישית	80	820,000
2167	23/07/2010	גורדון 9	מוצקין הותיקה	11577	65	דירה בבית קומות	3	שלישית	55	395,000
2168	23/07/2010	עכו 23	מוצקין הותיקה	11562	64	דירה בבית קומות	4	שניה	90	1,170,000
2169	23/07/2010	עכו 17	מוצקין הותיקה	11577	42	דירה בבית קומות	3	רביעית	80	800,000
2170	22/07/2010	גושן משה 68	מוצקין הותיקה	11577	42	דירה	3	חמישית	80	820,000
2171	22/07/2010	הילדים 21	מוצקין הותיקה	11562	64	דירה	4	ראשונה	90	1,170,000
2172	22/07/2010	קרן קימת 34	מוצקין הותיקה	11577	42	דירה	3	רביעית	80	800,000
2173	21/07/2010	עכו 105	מוצקין הותיקה	11564	147	דירת גג (פנטהאוז)	5		126	1,530,000
2174	21/07/2010	רוקח 31	מוצקין הותיקה	10430	384	דירה בבית קומות	2.5	שניה	50	490,000
2175	14/07/2010	סנש חנה 10	מוצקין הותיקה	11562	16	דירה בבית קומות	3	שניה	61	550,000
2176	13/07/2010	ההגנה 37	מוצקין הותיקה	10430	383	דירה בבית קומות	4	שלישית	71	600,000
2177	13/07/2010	ברק 56	מוצקין הותיקה	11564	87	דירה בבית קומות	3	קרקע	73	780,000
2178	11/07/2010	ברק 56	מוצקין הותיקה	11562	74	דירה בבית קומות	3.5	שלישית	85	750,000
2179	08/07/2010	גושן משה 48	מוצקין הותיקה	11577	72	דירה בבית קומות	4	קרקע	97	835,000
2180	07/07/2010	הקרב 1	מוצקין הותיקה	11577	72	דירה	4		97	835,000
2181	06/07/2010	עכו 83	מוצקין הותיקה	10429	171	דירה בבית קומות	3	שניה	49	320,000
2182	06/07/2010	גושן משה 50	מוצקין הותיקה	10428	138	דירה בבית קומות	2	ראשונה	38	250,000
2183	05/07/2010	יעל 9	מוצקין הותיקה	11562	102	דירה בבית קומות	3	ראשונה	56	450,000
2184	04/07/2010	קרן קימת 29	מוצקין הותיקה	11577	42	דירה בבית קומות	3	שניה	81	790,000
2185	03/07/2010	ברק 34	מוצקין הותיקה	11577	42	דירה	3	שניה	80	790,000
2186	02/07/2010	קרן קימת 37	מוצקין הותיקה	11562	50	דירה בבית קומות	4	קרקע	80	865,000
2187	30/06/2010	סנש חנה 15	מוצקין הותיקה	10430	374	דירה בבית קומות	2.5	שניה	50	390,000
2188	24/06/2010	ההגנה 7	מוצקין הותיקה	10430	386	דירה בבית קומות	3.5	שניה	69	385,000
2189	24/06/2010	אהרון 28	מוצקין הותיקה	11577	91	דירה בבית קומות	3.5	ראשונה	70	421,000
2190	22/06/2010	ויצמן 56	מוצקין הותיקה	10428	88	דירה בבית קומות	4.5	שניה	94	550,000
2191	21/06/2010	ויצמן 28	מוצקין הותיקה	11577	42	דירה בבית קומות	4	שניה	100	980,000
2192	20/06/2010	רמז 3	מוצקין הותיקה	11577	92	דירה בבית קומות	3.5	שלישית	63	285,000
2193	20/06/2010	ויצמן 66	מוצקין הותיקה	11577	42	דירה	4	שניה	97	980,000
2194	16/06/2010	יעל 29	מוצקין הותיקה	10429	89	דירה בבית קומות	4	שלישית	81	415,000
2195	15/06/2010	אורן 17	מוצקין הותיקה	10430	546	דירה בבית קומות	4	רביעית	96	350,000
2196	15/06/2010	גושן משה 48	מוצקין הותיקה	11562	54	דירה בבית קומות	5	רביעית	119	1,450,000
2197	13/06/2010	"רנ""ס 25"	מוצקין הותיקה	11562	74	דירה בבית קומות	3.5	ראשונה	64	640,000
2198	13/06/2010	סנש חנה 21	מוצקין הותיקה	11577	42	דירה בבית קומות	3	ראשונה	80	780,000
2199	12/06/2010	גושן משה 48	מוצקין הותיקה	11577	42	דירה	3	ראשונה	80	780,000
2200	11/06/2010	גושן משה 38	מוצקין הותיקה	10428	151	דירה בבית קומות	2	קרקע	27	190,000
2201	11/06/2010	דבורה 18	מוצקין הותיקה	11577	68	דירה בבית קומות	3	שניה	75	350,000
2202	10/06/2010	עכו 97	מוצקין הותיקה	10429	98	דירה בבית קומות	4	שלישית	74	547,000
2203	03/06/2010	ציפורן 2	מוצקין הותיקה	11562	24	דירה בבית קומות	4	ראשונה	80	820,000
2204	31/05/2010	אוסישקין 10	מוצקין הותיקה	11562	55	דירה בבית קומות	3.5	שלישית	60	470,000
2205	30/05/2010	כצנלסון 14	מוצקין הותיקה	10430	415	דירה בבית קומות	3	שלישית	63	400,000
2206	27/05/2010	הרב הרצוג 13	מוצקין הותיקה	10428	123	דירה בבית קומות	1	קרקע	35	230,000
2207	26/05/2010	אהרון 33	מוצקין הותיקה	10429	108	דירה בבית קומות	3.5	שניה	67	600,000
2208	24/05/2010	"הפלמ""ח 3"	מוצקין הותיקה	10429	76	דירה בבית קומות	3	ראשונה	71	525,000
2209	18/05/2010	"רנ""ס 3"	מוצקין הותיקה	11577	92	דירה בבית קומות	3.5	שלישית	61	323,000
2210	18/05/2010	רוקח 15	מוצקין הותיקה	11577	64	דירה בבית קומות	4	ראשונה	80	614,000
2211	13/05/2010	רמז 5	מוצקין הותיקה	10429	89	דירה בבית קומות	4	ראשונה	81	513,000
2212	12/05/2010	גושן משה 48	מוצקין הותיקה	11562	10	דירה בבית קומות	4	קרקע	71	440,000
2213	12/05/2010	"הפלמ""ח 4"	מוצקין הותיקה	10429	101	דירה בבית קומות	3	ראשונה	70	535,000
2214	12/05/2010	גושן משה 48	מוצקין הותיקה	10428	152	דירה בבית קומות	1	ראשונה	26	195,000
2215	12/05/2010	אוסישקין 1	מוצקין הותיקה	11577	42	דירה בבית קומות	5	שישית	124	1,400,000
2216	11/05/2010	אורן 17	מוצקין הותיקה	10429	94	דירה בבית קומות	3	קרקע	54	347,000
2217	11/05/2010	אהרון 30	מוצקין הותיקה	11577	42	דירה	5	שישית	124	1,400,000
2218	05/05/2010	ההגנה 50	מוצקין הותיקה	11562	22	דירה בבית קומות	3.5	שניה	68	580,000
2219	04/05/2010	ברק 44	מוצקין הותיקה	10429	97	דירה בבית קומות	3.5	ראשונה	73	535,000
2220	03/05/2010	ההגנה 4	מוצקין הותיקה	11577	42	דירה בבית קומות	3	שלישית	83	765,000
2221	02/05/2010	ויצמן 12	מוצקין הותיקה	11562	62	דירה בבית קומות	6	קרקע+ראשונה+שניה	114	970,000
2222	02/05/2010	כצנלסון 23	מוצקין הותיקה	10428	89	קרקע למגורים			617	624,000
2223	02/05/2010	רמז 5	מוצקין הותיקה	11577	42	דירה	3	שלישית	82	765,000
2224	30/04/2010	גורדון 9	מוצקין הותיקה	11564	89	דירה בבית קומות	2.5	ראשונה	68	500,000
2225	30/04/2010	ההגנה 38	מוצקין הותיקה	11577	132	דירה	4	ראשונה	114	930,000
2226	30/04/2010	רוקח 13	מוצקין הותיקה	10429	172	דירה בבית קומות	3	שלישית	65	450,000
2227	29/04/2010	רוקח 10	מוצקין הותיקה	11562	61	דירה בבית קומות	4	שניה	93	630,000
2228	28/04/2010	ברק 13	מוצקין הותיקה	11577	90	דירה בבית קומות	3	ראשונה	58	310,000
2229	27/04/2010	אהרון 3	מוצקין הותיקה	10430	542	דירה בבית קומות	4	שניה	75	610,000
2230	26/04/2010	סנש חנה 9	מוצקין הותיקה	10429	173	דירה בבית קומות	3	שניה	65	453,000
2231	25/04/2010	כצנלסון 3	מוצקין הותיקה	10429	123	דירה בבית קומות	3.5	קרקע	90	750,000
2232	22/04/2010	ציפורן 2	מוצקין הותיקה	11564	95	דירה בבית קומות	4	ראשונה	69	660,000
2233	22/04/2010	רוקח 19	מוצקין הותיקה	10428	95	דירה בבית קומות	2	קרקע	40	300,000
2234	22/04/2010	דבורה 36	מוצקין הותיקה	11577	43	דירה בבית קומות	3	ראשונה	83	800,000
2235	21/04/2010	אורן 17	מוצקין הותיקה	11577	42	דירה	3	ראשונה	83	800,000
2236	19/04/2010	ברק 44	מוצקין הותיקה	11562	115	דירה בבית קומות	1	שניה	24	126,000
2237	16/04/2010	עכו 29	מוצקין הותיקה	11577	19	משרד		קרקע	48	420,000
2238	14/04/2010	הילדים 21	מוצקין הותיקה	11577	77	דירה בבית קומות	4	קרקע	83	880,000
2239	14/04/2010	דבורה 32	מוצקין הותיקה	11562	89	דירה	5		130	1,310,000
2240	14/04/2010	אהרון 30	מוצקין הותיקה	11562	64	קרקע למגורים			676	2,650,000
2241	14/04/2010	אהרון 30	מוצקין הותיקה	10429	138	דירה בבית קומות	2.5	שלישית	50	290,000
2242	13/04/2010	גושן משה 72	מוצקין הותיקה	11562	111	דירה בבית קומות	1.5	ראשונה	25	200,000
2243	11/04/2010	גושן משה 48	מוצקין הותיקה	11577	42	דירה בבית קומות	4	שניה	98	975,000
2244	11/04/2010	ההגנה 33	מוצקין הותיקה	11577	42	דירה בבית קומות	3	שניה	81	790,000
2245	11/04/2010	אהרון 30	מוצקין הותיקה	11577	42	דירה בבית קומות	4	שניה	98	1,000,000
2246	10/04/2010	אושה 23	מוצקין הותיקה	11577	42	דירה	3	שלישית	80	790,000
